"bingedr","frndalc","senseek","age","black","alcmovie","parentmont","cthhsz"
0,0,12,16,0,0.5706376953125,13,2.53999996185303
0,1,13,NA,0,0.37264833984375,11,2.65000009536743
1,0,10,15,0,0.560569986979167,10,2.42000007629395
0,0,10,14,0,0.4819375,9,2.60999989509583
0,1,10,16,0,0.291587174479167,11,2.64000010490417
0,0,9,16,0,0.143824055989583,12,3.01999998092651
0,0,7,14,0,0.154587337239583,12,3.24000000953674
1,1,16,18,0,0.406355501302083,8,2.41000008583069
0,1,11,14,0,0.358435514322917,7,2.77999997138977
0,0,10,13,0,0.157033317057292,11,3.6800000667572
0,1,14,15,0,0.169684163411458,8,2.72000002861023
1,1,20,18,0,0.592598828125,NA,2.27999997138977
0,0,9,14,0,0.218401839192708,10,2.16000008583069
0,1,14,15,1,0.9473865234375,13,2.75999999046326
0,1,11,13,0,0.220243001302083,11,4.03000020980835
0,0,13,14,0,0.26092216796875,12,2.44000005722046
1,1,15,17,0,0.289834342447917,12,2.8199999332428
1,1,9,18,0,0.663138671875,12,2.36999988555908
0,0,8,14,0,0.266630501302083,12,1.99000000953674
0,0,8,14,0,0.0339373840332031,11,3.65000009536743
1,1,14,14,0,0.503701009114583,8,3.20000004768372
1,1,15,16,0,0.575833658854167,9,2.84999990463257
0,0,9,14,0,0.2960181640625,11,2.03999996185303
0,1,11,17,0,0.330581998697917,12,2.19000005722046
0,0,9,14,0,0.40938701171875,12,2.75
1,1,14,14,0,0.194213004557292,4,3.00999999046326
0,1,10,15,0,0.181864664713542,12,2.58999991416931
0,0,11,14,0,0.23095966796875,11,2.66000008583069
0,1,10,18,0,0.28800615234375,11,2.95000004768372
0,0,14,14,0,0.108887736002604,9,3.27999997138977
0,1,18,16,0,0.224897998046875,12,2.60999989509583
0,1,11,18,0,0.409394010416667,10,2.55999994277954
1,1,12,16,0,0.505487337239583,9,2.38000011444092
0,1,13,16,0,0.115662915039062,12,2.51999998092651
0,0,13,18,0,0.177471500651042,12,3.38000011444092
0,0,11,14,0,0.433423990885417,9,4.15000009536743
0,1,11,17,0,0.166181103515625,11,3.03999996185303
1,1,9,18,0,0.318972819010417,12,2.14000010490417
0,0,14,15,0,0.28437734375,10,2.91000008583069
0,1,10,15,0,0.760594661458333,4,4.46000003814697
0,0,10,14,0,0.49699951171875,10,2.27999997138977
0,1,17,17,0,0.326433333333333,8,2.29999995231628
1,1,13,15,0,0.889105989583333,13,2.86999988555908
1,1,14,15,0,0.558436848958333,7,2.39000010490417
0,1,13,15,0,0.116542032877604,8,3.16000008583069
0,1,11,17,1,0.548182682291667,7,2.71000003814697
0,1,15,16,1,0.531653678385417,8,2.75999999046326
1,1,14,15,0,0.190146337890625,9,2.84999990463257
0,0,5,14,0,0.238809505208333,12,2.47000002861023
0,0,9,15,0,0.26784599609375,12,2.67000007629395
0,0,8,13,0,0.292923014322917,12,1.97000002861023
1,1,10,17,0,0.241540836588542,12,3.98000001907349
0,1,15,17,0,0.284121842447917,10,2.94000005722046
1,1,14,18,0,0.496240494791667,4,3.1800000667572
0,0,8,14,0,0.151379166666667,12,2.74000000953674
0,0,6,15,0,0.158706803385417,10,2.61999988555908
0,1,10,15,0,0.0663779337565104,10,2.82999992370605
0,1,16,17,0,0.105623551432292,8,2.86999988555908
0,1,12,14,0,0.609262825520833,11,2.3199999332428
0,1,9,NA,0,0.5928876953125,9,2.75999999046326
1,1,11,17,0,0.39619150390625,10,3.65000009536743
0,0,10,15,0,0.0680249186197917,13,2.66000008583069
0,0,5,NA,0,0,12,2.88000011444092
1,1,11,17,0,0.648951692708333,7,2.84999990463257
1,1,14,18,0,0.548092513020833,10,2.11999988555908
1,1,14,17,0,0.502729817708333,9,3.28999996185303
0,1,12,17,0,0.0934138834635417,11,2.61999988555908
1,1,13,15,0,0.333273828125,9,2.6800000667572
1,1,13,18,0,0.49219716796875,6,2.76999998092651
0,1,10,17,0,0.0803703694661458,12,2.64000010490417
0,1,13,16,0,0.685653841145833,7,2.01999998092651
0,1,12,17,0,0.605763020833333,12,3.5
0,1,13,17,1,0.383675846354167,9,2.55999994277954
0,1,9,16,1,0.103184163411458,10,3.34999990463257
0,1,13,16,0,0.983532486979167,13,2.50999999046326
0,1,9,14,1,0.382801985677083,9,2.72000002861023
0,0,14,18,0,0.330304817708333,11,2.73000001907349
0,0,12,17,0,0.286988834635417,14,2.24000000953674
0,1,13,16,0,0.3177419921875,10,2.95000004768372
0,1,11,16,0,0.390770833333333,12,2.57999992370605
0,1,11,16,0,0.176470328776042,11,2.44000005722046
1,1,10,17,0,0.215813671875,8,3.83999991416931
0,1,12,16,0,0.697642838541667,12,2.6800000667572
0,1,11,14,0,0.12261328125,12,2.59999990463257
0,1,18,15,0,0.444380501302083,9,2.86999988555908
0,0,9,15,1,0.305700846354167,11,3.07999992370605
0,0,7,13,1,0.0312683675130208,13,2.29999995231628
1,1,13,14,0,0.34666484375,11,2.4300000667572
1,1,10,16,0,0.444262337239583,11,2.38000011444092
0,0,9,15,0,0.0863306966145833,12,2.55999994277954
1,1,16,17,0,0.275091666666667,7,2.94000005722046
0,1,12,17,0,0.590691015625,6,2.65000009536743
0,1,8,14,0,0.323854329427083,11,2.47000002861023
1,1,14,18,0,0.37289482421875,8,2.66000008583069
0,1,15,15,0,0.400323014322917,8,2.89000010490417
0,1,12,17,1,0.361178515625,9,2.60999989509583
0,1,18,17,0,0.248994661458333,9,2.80999994277954
0,1,8,14,0,0.728133333333333,12,2.09999990463257
0,1,11,14,0,0.244411832682292,12,4.01000022888184
0,1,12,15,1,0.424168326822917,10,2.55999994277954
0,1,13,16,0,0.336188151041667,11,2.05999994277954
0,1,16,15,0,0.3287431640625,9,2.78999996185303
0,0,13,14,0,0.296802994791667,12,3.19000005722046
0,1,7,17,0,0.264432161458333,11,2.80999994277954
0,1,10,16,0,0.335772330729167,10,3.13000011444092
0,1,12,18,0,0.185315836588542,13,2.09999990463257
1,1,12,17,0,0.116902750651042,9,2.3199999332428
0,0,12,16,0,0.00976289367675781,13,2.32999992370605
1,1,15,16,0,0.45176865234375,7,2.25
1,1,11,16,0,0.352161490885417,9,2.5
0,1,10,17,0,0.227825504557292,11,2.71000003814697
1,1,12,14,0,0.414791829427083,9,2.8199999332428
0,0,10,NA,0,0.247098160807292,12,3.50999999046326
0,0,9,15,0,0.61328046875,7,2.24000000953674
0,1,13,15,0,0.576070638020833,12,3.41000008583069
0,1,15,17,0,0.127211987304687,12,2.71000003814697
1,1,14,16,0,0.612499479166667,8,2.52999997138977
0,1,10,15,0,0.246171500651042,10,2.13000011444092
1,1,14,15,0,0.450751334635417,13,2.63000011444092
0,1,12,14,0,0.368113151041667,10,2.46000003814697
0,1,9,16,0,0.453996158854167,13,2.75
0,1,14,15,0,0.40690634765625,7,2.25
0,0,18,14,0,0.300338671875,11,2.96000003814697
0,1,12,17,0,0.20579716796875,9,2.46000003814697
1,1,16,18,0,0.653635481770833,11,2.40000009536743
0,1,15,18,0,0.509976171875,13,2.34999990463257
1,1,16,15,0,0.532266341145833,8,3.64000010490417
0,1,12,14,0,0.531099348958333,11,2.9300000667572
0,1,11,14,0,0.217040673828125,8,2.94000005722046
1,1,19,17,0,0.688123502604167,12,2.73000001907349
0,0,14,14,0,0.255650162760417,10,2.50999999046326
0,0,10,15,0,0.0344676676432292,15,2.84999990463257
0,1,11,18,0,0.536218326822917,13,1.96000003814697
0,1,12,18,0,0.2090193359375,12,2.45000004768372
0,1,11,14,0,0.498663151041667,12,2.26999998092651
0,1,10,17,0,0.220313167317708,11,2.5699999332428
0,1,13,17,0,0.100314103190104,7,3.00999999046326
0,0,9,15,1,0.1870794921875,11,2.70000004768372
0,1,10,17,0,0.286298177083333,11,2.03999996185303
0,1,9,17,0,0.141995572916667,9,2.25999999046326
0,1,11,18,0,0.599898307291667,10,3.28999996185303
0,0,11,15,0,0.28496484375,9,3.07999992370605
0,1,13,18,0,0.0919128173828125,NA,2.11999988555908
0,1,12,17,1,0.159099235026042,11,2.83999991416931
0,0,10,14,0,0.459837662760417,9,4
1,1,13,17,0,0.844153971354167,10,2.25999999046326
0,1,12,15,0,0.609171158854167,11,3.15000009536743
0,1,16,14,0,0.727455859375,7,2.6800000667572
0,0,14,14,0,0.362590657552083,8,2.65000009536743
0,1,18,15,0,1.02690748697917,11,2.65000009536743
1,1,17,16,0,0.668830989583333,11,2.28999996185303
0,0,8,17,0,0.407945670572917,12,2.99000000953674
0,1,10,18,0,0.315610319010417,9,2.64000010490417
0,1,18,18,1,0.649491861979167,5,2.91000008583069
0,1,10,16,0,0.4374455078125,10,2.61999988555908
0,1,14,17,0,0.183878336588542,7,2.5
0,0,5,18,0,0.3374875,15,2.25999999046326
1,1,9,17,0,0.27710400390625,10,2.30999994277954
0,1,11,18,0,0.63278515625,14,2.67000007629395
0,1,10,14,0,0.486875162760417,12,2.50999999046326
0,1,11,17,0,0.493349348958333,11,2.22000002861023
0,0,10,14,1,0.248779996744792,11,2.46000003814697
1,1,13,18,0,0.209321158854167,12,2.10999989509583
0,1,10,16,0,0.5721103515625,8,2.98000001907349
1,1,12,15,0,0.078578466796875,5,2.67000007629395
0,1,9,14,0,0.6264625,13,2.60999989509583
0,1,14,16,0,0.51319150390625,10,2.64000010490417
0,1,17,15,0,0.190381168619792,7,2.4300000667572
0,1,7,18,0,0.284755989583333,13,2.63000011444092
1,1,11,15,0,0.642875651041667,13,2.36999988555908
0,1,12,14,0,0.570148177083333,11,2.27999997138977
0,0,6,15,0,0.0707377685546875,12,2.91000008583069
1,1,13,18,0,0.484350162760417,8,2.4300000667572
1,1,5,16,0,0.383961165364583,9,3.09999990463257
0,1,9,15,0,0.159987858072917,12,2.19000005722046
0,1,17,18,0,0.386256998697917,14,4.48999977111816
0,1,6,14,0,0.346959993489583,12,2.58999991416931
1,1,13,17,0,0.24807900390625,11,3.47000002861023
1,1,15,16,0,0.4813669921875,6,2.54999995231628
0,1,12,17,0,0.0895081705729167,11,NA
0,1,10,16,0,0.198243668619792,10,2.41000008583069
1,1,14,17,0,0.346473014322917,9,3.20000004768372
1,1,9,17,0,0.0719947672526042,12,2.61999988555908
0,1,14,17,0,0.326530013020833,12,3.54999995231628
0,0,13,17,0,0.1145408203125,10,2.86999988555908
0,1,11,17,0,0.195330501302083,13,3.53999996185303
1,1,14,16,0,0.380084342447917,11,2.35999989509583
0,1,12,15,0,0.3001318359375,11,2.6800000667572
1,1,16,14,0,0.238028841145833,13,2.5699999332428
0,1,13,17,0,0.31527333984375,12,2.29999995231628
1,1,13,18,0,0.484080826822917,8,2.95000004768372
0,1,10,15,0,0.244277506510417,13,3.78999996185303
1,1,13,17,0,0.088975,9,3.00999999046326
1,1,13,17,0,0.531225846354167,7,3.89000010490417
0,1,16,17,0,0.231022672526042,7,2.32999992370605
0,1,10,16,0,0.499001009114583,7,2
0,1,13,15,0,0.210288671875,7,2.49000000953674
0,1,14,15,0,0.404645670572917,13,2.29999995231628
1,1,17,16,1,0.453177994791667,11,2.22000002861023
0,1,5,16,0,0.0540504150390625,12,3.19000005722046
0,1,11,17,0,0.47230283203125,8,2.66000008583069
0,1,11,16,0,0.38003115234375,10,2.96000003814697
1,1,13,18,0,0.426680989583333,10,2.21000003814697
0,1,11,18,0,0.239654329427083,13,2.35999989509583
1,1,15,15,0,0.476091015625,9,2.4300000667572
1,1,10,18,0,0.8558056640625,10,2.83999991416931
1,1,14,16,0,0.364925325520833,10,3.19000005722046
0,1,9,16,0,0.429377180989583,12,2.52999997138977
0,0,10,14,0,0.176912662760417,12,2.64000010490417
0,0,9,15,0,0.175642496744792,10,2.82999992370605
0,1,13,15,0,0.122632918294271,11,2.50999999046326
0,1,13,17,0,0.398276985677083,10,2.84999990463257
0,1,9,14,0,0.490179654947917,11,3.67000007629395
0,1,13,15,0,0.246570328776042,13,2.73000001907349
0,1,13,15,0,0.33609365234375,12,3.16000008583069
0,0,11,13,0,0.0577878011067708,10,2.9300000667572
0,1,10,15,0,0.633054166666667,11,2.34999990463257
1,1,9,18,0,0.410270670572917,9,2.55999994277954
0,0,10,14,0,0.157706103515625,12,2.69000005722046
1,1,17,15,0,0.172413834635417,7,2.50999999046326
1,1,14,NA,0,0.271446158854167,6,2.25999999046326
0,1,14,15,0,0.390348990885417,12,2.8199999332428
0,1,9,16,0,0.18733466796875,12,3.01999998092651
1,1,13,17,0,0.138692138671875,11,2.52999997138977
0,0,14,14,0,0.126588248697917,7,2.35999989509583
0,1,12,15,0,0.478681998697917,11,3.0699999332428
0,1,14,15,0,0.41555966796875,10,2.67000007629395
1,1,16,17,0,0.530551497395833,11,2.47000002861023
0,0,9,14,0,0.236243668619792,10,3.60999989509583
0,1,11,18,0,0.133947583007813,10,2.5699999332428
0,1,13,NA,0,0.37786083984375,12,2.80999994277954
0,0,10,14,0,0.295584830729167,12,2.10999989509583
0,1,9,16,0,0.475930501302083,13,2.22000002861023
0,0,5,15,0,0.186618668619792,12,2.52999997138977
0,0,13,13,0,0.0634126505533854,12,2.72000002861023
1,1,12,16,0,0.393247330729167,5,2.86999988555908
0,0,10,15,0,0.175832161458333,9,2.66000008583069
0,1,12,17,0,0.148352034505208,10,3.88000011444092
0,0,10,16,1,0.476355338541667,11,2.86999988555908
1,1,15,17,0,0.378871158854167,15,2.11999988555908
0,0,8,16,0,0.155188313802083,10,2.46000003814697
0,1,10,14,0,0.27406015625,8,2.4300000667572
0,0,11,17,0,0.143172395833333,12,2.66000008583069
0,1,6,15,0,0.203261995442708,12,2.63000011444092
0,1,9,17,0,0.569532161458333,10,1.9099999666214
1,1,13,18,0,0.448615494791667,8,2.55999994277954
0,0,9,17,0,0.185628841145833,11,2.35999989509583
0,1,15,15,0,0.204608837890625,10,3.52999997138977
1,1,12,16,0,0.247425992838542,9,3.08999991416931
0,1,15,18,0,0.386892513020833,9,3.14000010490417
0,1,9,17,0,0.217423160807292,13,3.64000010490417
1,1,16,16,0,0.324963997395833,12,2.44000005722046
1,1,12,18,1,0.674597135416667,11,4.94000005722046
1,1,12,18,0,0.299285677083333,10,2.57999992370605
0,1,9,18,0,0.22096416015625,8,2.88000011444092
0,1,14,14,0,0.334633984375,7,2.86999988555908
0,1,9,16,0,0.259719173177083,12,3.8199999332428
0,1,15,14,1,1.04481848958333,5,1.95000004768372
0,0,12,15,0,0.150363362630208,12,2.86999988555908
0,0,5,15,0,0.232800992838542,12,2.5
0,0,9,15,0,0.04824375,12,2.5
0,0,12,16,0,0.0736586832682292,11,2.52999997138977
0,1,16,15,0,0.201892496744792,12,2.50999999046326
0,1,8,17,0,0.455635514322917,11,2.8199999332428
0,1,15,17,0,0.165827897135417,12,2.27999997138977
0,1,10,14,0,0.326973502604167,7,2.24000000953674
0,0,8,16,0,0.402747005208333,13,2.45000004768372
0,1,14,16,0,0.369755501302083,7,3.09999990463257
0,1,12,16,1,1.02540950520833,7,2.44000005722046
0,0,6,16,0,0.271502327473958,12,3.49000000953674
1,1,15,16,0,0.334618001302083,12,2.49000000953674
0,1,15,16,0,0.217113492838542,10,2.55999994277954
0,1,12,16,0,0.246231998697917,9,3.13000011444092
1,0,15,18,0,0.468724348958333,10,2.55999994277954
0,0,10,13,0,0.098846484375,12,2.20000004768372
0,0,13,17,0,0.103764786783854,11,3.20000004768372
1,1,18,14,0,0.525691178385417,12,2.78999996185303
0,0,14,15,0,0.310961848958333,11,2.97000002861023
0,1,11,15,1,0.50016767578125,9,2.71000003814697
0,1,7,17,0,0.547652994791667,11,3.14000010490417
1,1,17,15,0,0.27517900390625,10,2.90000009536743
1,1,17,18,0,0.629958854166667,6,2.16000008583069
0,1,12,14,0,0.0223037333170573,7,2.78999996185303
0,1,10,18,1,0.149365445963542,8,2.94000005722046
0,1,8,16,0,0.160967447916667,12,2.47000002861023
1,1,14,18,0,0.383538346354167,11,2.51999998092651
0,1,11,13,0,0.174532666015625,12,2.70000004768372
0,1,16,14,0,0.355666341145833,9,2.5
0,1,7,15,0,0.21196533203125,12,2.46000003814697
0,0,10,15,0,0.264521826171875,12,2.80999994277954
0,1,12,17,0,0.252777001953125,12,3.63000011444092
0,0,7,18,0,0.260966162109375,12,2.92000007629395
0,0,8,14,0,0.214221158854167,12,2.66000008583069
0,1,13,18,0,0.18811533203125,13,2.97000002861023
0,1,14,15,0,0.27896650390625,10,3.21000003814697
1,1,18,14,0,0.6081796875,12,2.74000000953674
0,0,7,18,0,0.33427900390625,12,2.58999991416931
0,1,12,17,0,0.333338509114583,7,3.07999992370605
1,1,15,14,0,0.363725651041667,11,3.27999997138977
0,1,12,13,0,0.0406166178385417,8,2.26999998092651
0,1,13,16,0,0.36796650390625,12,4.19999980926514
0,1,13,14,0,0.429330501302083,14,2.69000005722046
1,1,14,16,0,0.51573017578125,9,2.53999996185303
0,0,11,17,0,0.0800189127604167,13,2.59999990463257
0,1,8,17,0,0.085682568359375,12,2.58999991416931
1,1,15,18,0,0.326211165364583,7,2.70000004768372
0,0,12,14,0,0.147413655598958,12,2.95000004768372
0,1,13,15,0,0.669447981770833,12,2.77999997138977
1,1,14,16,0,0.333915006510417,7,2.26999998092651
0,1,15,16,0,0.8064658203125,13,2.92000007629395
0,1,12,17,0,0.773558528645833,12,3.80999994277954
0,1,16,15,0,0.3271533203125,9,2.72000002861023
0,0,13,14,0,0.0218646667480469,12,2.86999988555908
0,0,11,15,0,0.712900846354167,12,2.76999998092651
0,1,10,14,0,0.500160514322917,12,2.47000002861023
0,1,15,17,0,0.342014485677083,10,2.47000002861023
0,1,11,14,0,0.334420182291667,11,2.5
0,1,12,17,0,0.845923177083333,11,2.23000001907349
1,1,15,15,0,0.184147835286458,8,2.30999994277954
0,0,9,14,0,0.3103625,11,4.38000011444092
0,1,10,15,0,0.337819498697917,11,2.55999994277954
0,1,13,17,0,0.144019140625,11,2.92000007629395
0,0,7,13,0,0.0120950897216797,12,2.25999999046326
0,1,12,18,0,0.575216015625,8,3.5
0,1,15,14,0,0.94935546875,8,2.49000000953674
0,1,12,15,0,0.28179482421875,10,2.5699999332428
0,1,11,17,0,0.148554833984375,12,2.77999997138977
0,1,10,17,0,0.356063997395833,12,2.48000001907349
0,1,15,17,0,0.242238997395833,11,2.55999994277954
0,1,11,14,0,0.158255582682292,11,3.25
0,1,10,16,0,0.238407666015625,10,2.51999998092651
1,1,19,15,0,0.139173746744792,8,2.69000005722046
0,1,11,17,0,0.109352701822917,11,2.25
0,1,11,15,0,0.264996500651042,12,2.64000010490417
1,1,10,16,0,0.207065169270833,11,2.57999992370605
0,0,5,18,0,0.106130834960938,12,2.63000011444092
0,1,8,14,1,0.434957486979167,14,2.41000008583069
0,1,12,14,0,0.0289526509602865,10,3.08999991416931
0,0,10,15,0,0.633704817708333,6,2.77999997138977
1,1,12,17,0,0.23281533203125,10,3.04999995231628
0,1,10,15,0,0.532505501302083,5,2.14000010490417
0,1,8,15,0,0.179295670572917,14,2.4300000667572
0,0,10,13,0,0.181821158854167,13,3.34999990463257
0,1,12,17,0,0.738126302083333,11,3.14000010490417
1,1,15,14,0,0.553034505208333,11,3.23000001907349
1,1,11,17,0,0.6134771484375,6,2.49000000953674
1,1,14,15,0,0.296292838541667,6,3.05999994277954
0,1,12,15,0,0.3371330078125,11,2.55999994277954
1,1,14,17,0,0.622015690104167,12,2.28999996185303
0,1,7,17,0,0.122331518554688,10,2.80999994277954
0,0,17,13,0,0.249596826171875,10,3.07999992370605
0,0,8,15,1,0.20858349609375,14,3.0699999332428
0,0,12,15,0,0.113731315104167,11,2.55999994277954
0,0,8,14,0,0.0341280334472656,12,2.5699999332428
0,0,11,13,0,0.316216178385417,12,2.61999988555908
0,1,12,17,0,0.118997835286458,7,2.35999989509583
0,0,11,16,1,0.279559505208333,12,2.72000002861023
0,1,12,15,0,0.389201985677083,12,2.50999999046326
0,1,10,14,0,0.123518367513021,12,2.3199999332428
0,1,13,18,0,0.276051985677083,13,2.74000000953674
0,0,9,13,0,0.336209505208333,10,2.57999992370605
0,1,14,15,0,0.0972537353515625,11,2.77999997138977
0,1,11,15,0,0.205899332682292,10,2.55999994277954
0,1,10,14,0,0.0261668334960937,10,2.75
0,0,6,13,0,0.0860805989583333,12,2.5
1,1,15,17,0,0.330097005208333,10,2.35999989509583
0,1,13,14,1,0.377069010416667,9,2.71000003814697
0,1,15,15,0,0.553051497395833,11,2.54999995231628
0,0,12,14,0,0.0902646158854167,13,2.13000011444092
0,1,11,17,1,0.499330338541667,9,2.70000004768372
0,1,6,15,1,0.51843701171875,12,2.33999991416931
0,1,10,17,0,0.351262174479167,13,4
1,1,17,16,0,0.484205013020833,8,2.50999999046326
0,1,9,15,0,0.182896337890625,12,2.59999990463257
0,1,13,14,0,0.173576171875,12,2.69000005722046
1,1,10,17,0,0.262077506510417,10,NA
0,1,10,14,0,0.395942838541667,12,3.05999994277954
0,1,15,15,0,0.307249153645833,13,2.58999991416931
1,1,17,15,0,0.214671337890625,11,2.4300000667572
0,1,14,14,0,0.161887272135417,9,3.0699999332428
0,1,9,16,0,0.365616178385417,12,2.84999990463257
0,1,16,16,1,0.484963671875,13,2.45000004768372
0,1,8,15,0,0.151075553385417,12,NA
1,0,15,13,0,0.433791666666667,8,2.23000001907349
0,1,9,15,0,0.546666666666667,11,2.1800000667572
0,1,16,14,0,0.478148665364583,12,2.73000001907349
0,1,12,16,0,0.212149332682292,9,2.47000002861023
1,1,19,13,0,0.380011653645833,12,2.44000005722046
1,1,9,18,0,0.399944986979167,7,3.51999998092651
0,0,15,15,0,0.204007666015625,12,NA
1,1,17,NA,0,0.114628466796875,11,2.91000008583069
0,1,12,17,0,0.455802506510417,10,2.78999996185303
0,1,8,17,0,0.153457535807292,10,2.79999995231628
1,1,18,17,0,0.324491829427083,7,2.97000002861023
1,1,8,18,0,0.596536328125,7,2.51999998092651
0,1,10,15,0,0.389343001302083,11,2.38000011444092
0,1,11,14,0,0.249125504557292,12,2.54999995231628
0,0,10,14,0,0.0242967163085938,9,2.33999991416931
0,1,14,16,0,0.545227506510417,9,2.99000000953674
1,1,16,16,0,0.498708984375,7,2.64000010490417
0,1,11,17,0,0.28697548828125,13,2.05999994277954
0,1,14,14,0,0.426388151041667,7,1.58000004291534
0,1,10,16,0,0.543379329427083,13,2.71000003814697
0,1,12,16,0,0.18212900390625,11,1.87999999523163
0,0,11,15,0,0.276017513020833,8,2.58999991416931
0,0,12,13,0,0.4759580078125,10,3.25
0,1,13,16,0,0.08034365234375,11,2.49000000953674
0,0,7,16,0,0.0807148030598958,10,2.35999989509583
0,1,9,NA,1,0.402380501302083,10,2.99000000953674
0,1,8,17,0,0.39711650390625,13,2.8199999332428
0,0,9,13,0,0.191808170572917,9,3.16000008583069
1,1,13,17,0,0.34383232421875,7,2.78999996185303
0,1,10,17,0,0.314523990885417,11,2.5
0,1,9,16,0,0.361845182291667,11,2.97000002861023
0,1,9,17,0,0.28724951171875,12,2.44000005722046
1,1,16,18,0,0.150364908854167,9,3.02999997138977
0,1,8,17,0,0.458905338541667,11,4.59999990463257
1,1,10,17,0,0.8742068359375,10,2.47000002861023
1,1,12,16,1,0.690809505208333,11,2.47000002861023
1,1,16,18,0,0.97733515625,12,NA
0,1,10,18,0,0.491275651041667,12,2.84999990463257
0,1,13,14,0,0.463701985677083,9,2.79999995231628
0,1,12,14,0,0.175145328776042,12,2.6800000667572
0,0,10,16,0,0.191321663411458,12,2.80999994277954
0,1,7,17,0,0.214121158854167,12,2.11999988555908
0,0,8,14,0,0.131638720703125,12,2.42000007629395
1,1,14,15,0,0.415485319010417,7,2.95000004768372
0,1,14,16,0,0.246891666666667,11,2.85999989509583
1,1,16,16,0,0.400836165364583,8,2.25999999046326
0,1,10,14,0,0.547838997395833,11,3.53999996185303
1,1,17,18,0,0.214061669921875,7,3.16000008583069
0,1,9,15,0,0.179066162109375,10,2.72000002861023
1,1,19,15,0,0.575787174479167,12,2.89000010490417
1,1,11,17,0,0.5202056640625,12,2.09999990463257
0,0,8,14,0,0.0230110656738281,13,2.54999995231628
0,1,13,15,0,0.102007999674479,12,2.65000009536743
0,0,11,16,0,0.00464701334635417,12,2.70000004768372
0,0,7,16,0,0.107807600911458,11,3.98000001907349
0,0,10,17,0,0.10136513671875,9,2.24000000953674
0,1,7,18,0,0.614914322916667,12,2.88000011444092
0,1,13,16,0,0.306040494791667,10,2.77999997138977
0,1,8,16,0,0.161465787760417,12,2.33999991416931
1,1,16,18,0,0.349094986979167,9,2.45000004768372
0,1,10,16,0,0.3395818359375,10,3.23000001907349
0,1,12,18,0,0.400923990885417,8,2.65000009536743
0,1,12,17,1,0.272238167317708,12,2.71000003814697
0,0,13,15,1,0.384133333333333,7,2.25
0,1,11,18,0,0.00341194178263346,12,2.5699999332428
0,1,13,14,0,0.389317317708333,11,2.22000002861023
0,0,17,13,0,0.262238997395833,10,2.5
0,1,12,15,0,0.641036979166667,13,2.36999988555908
1,1,15,15,0,0.437077506510417,10,2.83999991416931
1,1,18,18,0,0.375629166666667,6,3.25
0,1,14,16,0,0.592171809895833,13,2.86999988555908
0,1,12,15,0,0.28119716796875,9,2.54999995231628
0,1,12,16,0,0.569491015625,13,2.71000003814697
1,1,14,17,0,0.570921158854167,12,2.5699999332428
0,0,11,14,0,0.352054654947917,10,2.5699999332428
0,1,12,15,0,0.51296416015625,12,2.88000011444092
0,0,14,14,0,0.132979736328125,9,2.94000005722046
1,1,15,18,0,0.395373014322917,7,3.47000002861023
0,1,10,18,0,0.46516884765625,10,2.5699999332428
0,1,10,14,0,0.170940169270833,12,2.63000011444092
0,1,8,13,0,0.436508984375,10,3.80999994277954
1,1,15,17,0,0.27520849609375,9,2.36999988555908
0,0,13,14,0,0.197639501953125,12,2.72000002861023
0,1,8,14,0,0.172365673828125,11,2.6800000667572
0,1,12,16,0,0.229729833984375,10,3.60999989509583
0,1,12,14,0,0.300217838541667,8,2.55999994277954
0,1,18,17,0,0.445761653645833,6,2.54999995231628
1,1,13,16,0,0.270761507161458,8,2.28999996185303
0,1,10,14,0,0.306014680989583,11,2.75
0,0,8,16,0,0.30295048828125,11,3.25999999046326
1,1,10,16,0,0.382099674479167,10,2.90000009536743
0,1,12,18,0,0.161976399739583,11,2.66000008583069
0,1,8,14,1,0.641816471354167,12,2.5699999332428
1,1,13,15,0,0.32442900390625,9,2.41000008583069
0,1,8,17,0,0.149560791015625,12,2.3199999332428
0,1,9,17,0,0.467338834635417,11,2.96000003814697
0,0,9,14,0,0.159546142578125,12,2.1800000667572
0,1,15,14,0,0.255823160807292,13,2.82999992370605
0,1,14,16,0,0.266724674479167,10,2.67000007629395
0,1,18,14,1,0.4342705078125,9,2.71000003814697
0,1,15,15,0,0.244734326171875,12,2.61999988555908
0,1,8,13,1,0.445230338541667,11,2.16000008583069
1,1,14,15,0,0.326701497395833,8,2.3199999332428
0,1,10,17,1,0.0260794169108073,9,2.65000009536743
0,0,8,13,0,0.246200504557292,12,3.38000011444092
0,0,11,14,0,0.296390657552083,13,2.6800000667572
0,1,14,14,0,0.242979833984375,12,2.05999994277954
1,1,11,NA,0,0.5567068359375,5,2.48000001907349
0,0,13,14,0,0.111609602864583,10,3.0699999332428
1,1,17,14,0,0.550842838541667,5,2.65000009536743
0,1,9,15,0,0.408846842447917,11,2.66000008583069
0,1,10,NA,1,0.44749833984375,10,1.87999999523163
1,1,13,16,0,0.834576497395833,11,2.60999989509583
1,1,18,16,0,0.27503017578125,10,3.49000000953674
0,0,15,14,0,0.623058854166667,10,2.73000001907349
0,1,13,14,0,0.73689765625,10,2.76999998092651
0,0,5,16,0,0.089780419921875,11,2.84999990463257
1,1,10,18,0,0.377528841145833,NA,2.49000000953674
0,0,11,16,0,0.240014339192708,11,2.6800000667572
0,0,10,14,1,0.215889501953125,12,3.35999989509583
