"CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY"
2006,5,3,817
2006,5,2,1330
2006,5,3,1640
2006,5,3,1707
2006,4,1,422
2006,5,4,1022
2006,5,3,2226
2006,4,5,2010
2006,4,5,1709
2006,5,2,1758
2006,3,7,2033
2006,3,6,1537
2006,4,2,1707
2006,3,2,2216
2006,3,4,2019
2006,3,7,2225
2006,5,4,1131
2006,5,4,747
2006,5,5,726
2006,5,4,1615
2006,5,3,1757
2006,4,3,1551
2006,4,6,1151
2006,3,6,821
2006,4,2,2035
2006,4,6,1437
2006,4,4,2151
2006,4,2,2243
2006,4,1,2230
2006,4,3,1742
2006,4,1,2
2006,4,3,18
2006,4,1,2002
2006,4,4,1730
2006,4,4,1350
2006,3,6,1720
2006,4,7,2110
2006,4,3,755
2006,3,6,835
2006,4,3,2255
2006,4,3,855
2006,4,2,1656
2006,4,3,225
2006,4,1,1109
2006,4,7,2221
2006,4,4,2239
2006,4,7,334
2006,4,1,1548
2006,4,4,810
2006,4,3,820
2006,3,6,45
2006,4,3,2012
2006,4,5,5
2006,5,6,851
2006,5,4,947
2006,5,6,1546
2006,5,5,2245
2006,5,6,1715
2006,4,5,2127
2006,5,5,1826
2006,4,6,1635
2006,4,7,1636
2006,4,7,2026
2006,4,3,545
2006,4,1,235
2006,4,2,140
2006,4,5,151
2006,4,7,2031
2006,4,6,1700
2006,4,7,1708
2006,4,1,1315
2006,4,1,2100
2006,4,2,1755
2006,4,6,800
2006,5,6,2236
2006,4,1,640
2006,3,6,435
2006,4,7,310
2006,4,3,2108
2006,3,6,2200
2006,3,6,1534
2006,4,6,2054
2006,3,3,1430
2006,4,6,1754
2006,4,2,1635
2006,5,7,411
2006,5,7,224
2006,5,7,1430
2006,5,5,1239
2006,5,7,1010
2006,5,1,1103
2006,5,7,1504
2006,5,3,1934
2006,5,6,905
2006,5,2,1124
2006,5,2,720
2006,5,1,1335
2006,5,1,1225
2006,5,4,1102
2006,5,5,409
2006,4,3,1359
2006,5,5,2302
2006,4,1,413
2006,4,4,1426
2006,5,3,1030
2006,5,4,1624
2006,5,3,1659
2006,5,6,800
2006,4,4,216
2006,4,4,1730
2006,3,6,1544
2006,4,3,2118
2006,4,5,1305
2006,4,6,1145
2006,4,4,1635
2006,4,2,1114
2006,4,4,1730
2006,3,2,1043
2006,4,3,2150
2006,4,3,1429
2006,4,6,13
2006,4,6,1020
2006,4,3,845
2006,4,5,1323
2006,4,2,1418
2006,4,7,152
2006,4,7,1435
2006,4,7,2006
2006,4,5,1118
2006,4,6,1617
2006,4,7,1114
2006,5,2,2054
2006,5,3,201
2006,5,3,904
2006,5,3,1453
2006,5,6,1707
2006,4,7,32
2006,4,3,530
2006,4,7,1518
2006,5,3,1700
2006,4,4,1328
2006,4,7,1730
2006,4,1,1144
2006,4,4,1529
2006,5,3,1639
2006,4,5,1450
2006,4,5,1730
2006,3,5,1700
2006,4,2,2104
2006,4,3,1520
2006,2,7,720
2006,3,7,1547
2006,2,3,235
2006,4,4,1951
2006,4,3,1455
2006,4,3,131
2006,4,4,1705
2006,4,2,1535
2006,4,6,2221
2006,3,6,120
2006,3,6,120
2006,3,1,2231
2006,3,6,940
2006,3,6,1605
2006,4,7,2332
2006,5,4,718
2006,5,4,756
2006,5,4,809
2006,5,7,1543
2006,4,6,1515
2006,5,4,734
2006,5,6,1803
2006,5,5,1415
2006,5,2,1222
2006,4,7,1749
2006,4,5,1820
2006,5,4,1755
2006,4,3,1825
2006,4,3,1520
2006,4,3,735
2006,4,3,1830
2006,4,3,1821
2006,4,4,1520
2006,4,4,1730
2006,4,5,2023
2006,4,5,950
2006,4,2,1250
2006,3,4,916
2006,3,5,1017
2006,4,3,1225
2006,4,7,1720
2006,4,3,1615
2006,4,2,1253
2006,4,4,1519
2006,4,3,804
2006,4,3,1020
2006,4,4,1519
2006,5,4,640
2006,3,4,815
2006,3,4,816
2006,2,3,550
2006,3,6,1820
2006,4,6,822
2006,4,2,845
2006,4,1,1614
2006,4,4,40
2006,4,7,1559
2006,4,2,1434
2006,3,7,1745
2006,2,3,1755
2006,3,6,838
2006,3,5,2150
2006,4,4,1128
2006,4,4,1531
2006,4,4,1805
2006,5,4,727
2006,5,4,1430
2006,5,5,725
2006,5,4,1417
2006,5,3,1050
2006,5,4,2129
2006,5,3,2154
2006,5,5,1515
2006,5,3,1552
2006,5,5,1655
2006,2,7,720
2006,5,5,1459
2006,5,4,2145
2006,5,1,228
2006,4,4,2200
2006,4,3,1020
2006,4,3,1827
2006,4,5,1628
2006,4,5,1750
2006,4,7,1035
2006,4,1,131
2006,4,1,155
2006,4,6,815
2006,4,7,42
2006,4,1,37
2006,4,1,451
2006,4,2,1840
2006,4,6,805
2006,4,5,1732
2006,4,2,755
2006,4,4,1400
2006,4,7,2205
2006,4,7,2302
2006,4,1,1015
2006,4,2,815
2006,4,2,1520
2006,4,7,100
2006,4,7,1130
2006,4,7,1010
2006,4,7,1712
2006,4,7,2305
2006,3,2,1443
2006,3,2,1346
2006,3,6,1905
2006,4,7,1132
2006,4,3,1239
2006,4,7,1245
2006,5,5,2230
2006,4,4,1727
2006,4,6,2340
2006,4,1,327
2006,4,6,1335
2006,4,7,1518
2006,4,7,2039
2006,4,1,1743
2006,4,2,800
2006,4,7,2135
2006,4,5,1646
2006,4,1,627
2006,4,5,1000
2006,4,6,1009
2006,3,4,817
2006,3,3,2311
2006,3,3,1630
2006,3,4,807
2006,3,6,1800
2006,3,6,1115
2006,4,1,1415
2006,4,3,2127
2006,4,7,1902
2006,3,3,1540
2006,3,7,1130
2006,3,5,810
2006,2,2,2348
2006,2,2,208
2006,3,4,215
2006,4,1,125
2006,3,6,1718
2006,3,3,655
2006,3,6,1908
2006,3,2,1455
2006,3,6,1830
2006,3,7,1520
2006,2,3,113
2006,3,6,1920
2006,3,1,705
2006,3,6,7
2006,4,5,708
2006,4,6,953
2006,4,7,2130
2006,4,7,1600
2006,5,5,1420
2006,5,2,1447
2006,5,5,1830
2006,5,6,1730
2006,5,4,756
2006,5,5,1727
2006,5,6,1505
2006,4,4,415
2006,4,3,1640
2006,4,1,1129
2006,4,1,1355
2006,4,7,1038
2006,4,1,109
2006,4,2,710
2006,4,4,1705
2006,4,6,653
2006,4,7,300
2006,4,1,215
2006,4,1,1846
2006,5,2,230
2006,5,2,755
2006,4,1,1812
2006,4,6,1945
2006,4,7,1050
2006,4,6,2159
2006,4,1,214
2006,5,2,2040
2006,4,6,740
2006,4,7,5
2006,4,7,2050
2006,4,1,2330
2006,4,4,1420
2006,4,1,715
2006,4,5,2113
2006,4,6,745
2006,4,4,1530
2006,4,4,1145
2006,4,5,2040
2006,4,5,2235
2006,4,3,1138
2006,4,3,1450
2006,4,5,1520
2006,4,7,200
2006,4,7,1305
2006,4,6,1534
2006,4,5,2105
2006,4,3,1330
2006,4,7,2254
2006,4,2,1148
2006,4,1,942
2006,4,2,1409
2006,4,1,1656
2006,4,2,1443
2006,4,1,441
2006,4,2,2107
2006,3,5,1523
2006,4,6,2200
2006,4,4,1020
2006,4,6,2130
2006,4,5,1527
2006,4,6,1625
2006,4,2,1516
2006,4,2,1732
2006,4,4,1820
2006,4,6,1753
2006,4,5,1430
2006,4,3,1610
2006,4,3,1725
2006,4,4,135
2006,4,4,807
2006,4,5,1204
2006,4,5,2256
2006,4,7,1850
2006,4,3,1909
2006,4,6,1755
2006,4,4,1115
2006,4,1,45
2006,4,1,814
2006,4,1,1649
2006,4,1,330
2006,4,1,218
2006,5,2,945
2006,4,2,2015
2006,4,4,1520
2006,4,6,2232
2006,4,3,1740
2006,4,4,1424
2006,4,2,2324
2006,5,7,246
2006,4,7,1904
2006,4,7,1546
2006,4,7,337
2006,4,4,658
2006,5,7,1658
2006,5,6,2036
2006,5,7,1741
2006,5,7,1833
2006,5,5,1840
2006,5,7,1820
2006,5,1,800
2006,5,7,2107
2006,5,7,1642
2006,5,4,1806
2006,5,5,1650
2006,5,7,1712
2006,5,7,1500
2006,5,7,2208
2006,5,1,1822
2006,5,2,732
2006,5,1,1044
2006,5,2,949
2006,5,6,928
2006,5,5,1415
2006,5,2,58
2006,5,2,1145
2006,4,7,1755
2006,4,6,858
2006,5,2,1730
2006,4,6,1030
2006,4,7,2210
2006,4,1,320
2006,4,3,1809
2006,3,7,146
2006,5,6,1800
2006,4,5,1545
2006,4,3,1545
2006,4,6,1120
2006,4,2,2110
2006,5,4,1528
2006,5,3,310
2006,5,1,149
2006,5,7,946
2006,5,2,1246
2006,5,3,1020
2006,5,3,1155
2006,5,4,2113
2006,5,3,1450
2006,5,3,1602
2006,4,7,2345
2006,5,3,1000
2006,5,1,2029
2006,5,3,1844
2006,5,3,2108
2006,5,1,245
2006,5,3,826
2006,5,3,730
2006,5,3,1102
2006,5,4,1012
2006,5,2,1337
2006,5,1,1616
2006,5,4,1720
2006,5,4,1812
2006,5,4,2020
2006,5,4,1734
2006,5,6,2349
2006,5,5,720
2006,5,7,939
2006,5,5,1213
2006,5,3,1114
2006,5,3,1725
2006,5,4,1525
2006,5,2,1843
2006,5,6,620
2006,5,6,401
2006,5,4,2016
2006,5,7,1902
2006,5,4,1604
2006,5,4,1255
2006,5,4,1416
2006,5,6,330
2006,5,6,1909
2006,5,4,1500
2006,5,2,1604
2006,5,6,725
2006,5,7,800
2006,5,6,1322
2006,5,1,46
2006,5,7,435
2006,5,6,1258
2006,5,6,1951
2006,5,1,2100
2006,5,2,728
2006,5,2,607
2006,5,7,39
2006,5,4,827
2006,5,2,1539
2006,5,7,339
2006,3,3,1710
2006,5,2,1703
2006,5,2,1800
2006,5,7,651
2006,5,6,748
2006,5,3,811
2006,5,3,856
2006,5,5,815
2006,5,7,1224
2006,5,6,1555
2006,5,3,1508
2006,5,7,1648
2006,5,3,1850
2006,5,3,1905
2006,5,5,1310
2006,5,6,1105
2006,5,4,730
2006,5,5,1211
2006,5,3,1848
2006,5,3,1400
2006,5,4,1751
2006,1,2,2159
2006,5,4,1105
2006,5,7,2328
2006,5,4,936
2006,5,5,1647
2006,5,5,125
2006,5,3,1628
2006,5,3,1830
2006,5,4,816
2006,5,4,1136
2006,5,6,1209
2006,4,5,1636
2006,5,6,503
2006,5,7,200
2006,5,7,530
2006,5,1,445
2006,4,7,1656
2006,5,2,1425
2006,5,3,1715
2006,5,3,1725
2006,5,3,1152
2006,4,1,1255
2006,5,4,150
2006,5,4,2116
2006,5,5,1840
2006,5,5,640
2006,5,6,1525
2006,5,6,1600
2006,5,7,739
2006,5,7,732
2006,5,1,1057
2006,5,1,2043
2006,5,7,2000
2006,5,6,2320
2006,5,7,316
2006,5,1,10
2006,5,1,1512
2006,5,3,1741
2006,5,1,2248
2006,5,4,1515
2006,5,4,1755
2006,5,6,1500
2006,5,7,1120
2006,5,1,234
2006,5,7,1128
2006,5,4,2355
2006,5,3,2155
2006,5,3,742
2006,4,6,755
2006,4,3,715
2006,4,6,1836
2006,4,2,905
2006,3,6,1555
2006,4,7,840
2006,4,7,1335
2006,1,3,1521
2006,2,6,1032
2006,3,7,1420
2006,4,4,1346
2006,4,7,1311
2006,2,1,831
2006,2,3,836
2006,2,3,1857
2006,3,2,828
2006,4,4,927
2006,1,5,1122
2006,1,4,1617
2006,1,5,818
2006,4,6,816
2006,3,4,1325
2006,3,4,606
2006,5,3,1830
2006,4,1,445
2006,4,4,1150
2006,4,3,605
2006,4,6,1356
2006,4,7,1140
2006,4,7,220
2006,4,1,1600
2006,4,3,1911
2006,4,4,2113
2006,4,7,500
2006,3,1,1845
2006,4,6,938
2006,4,5,40
2006,4,6,1716
2006,2,7,710
2006,2,7,730
2006,2,1,705
2006,5,1,1626
2006,5,3,1256
2006,4,4,1810
2006,5,2,1455
2006,4,3,710
2006,4,7,1049
2006,5,3,701
2006,4,3,720
2006,4,2,1644
2006,4,1,635
2006,5,2,1140
2006,5,3,805
2006,5,3,1515
2006,5,7,405
2006,5,7,1856
2006,5,1,1930
2006,5,4,1804
2006,5,6,1357
2006,5,7,913
2006,5,3,1840
2006,5,2,1746
2006,5,3,1600
2006,5,3,2135
2006,5,4,1640
2006,5,4,1807
2006,5,6,546
2006,5,1,954
2006,5,2,1450
2006,4,6,152
2006,5,2,1444
2006,5,3,1328
2006,3,7,133
2006,2,3,1415
2006,3,4,609
2006,3,4,615
2006,4,3,755
2006,3,4,625
2006,4,6,1615
2006,4,4,1954
2006,4,3,1830
2006,5,2,1119
2006,4,2,1405
2006,5,2,1111
2006,4,4,2106
2006,5,2,1846
2006,4,5,903
2006,4,1,1043
2006,4,7,1006
2006,5,6,132
2006,4,7,2334
2006,4,6,248
2006,4,7,1720
2006,4,6,1415
2006,3,6,2155
2006,4,6,610
2006,3,3,1140
2006,4,2,1745
2006,4,5,1745
2006,4,6,910
2006,4,6,1030
2006,4,6,1225
2006,3,2,1953
2006,4,3,1914
2006,4,5,2049
2006,4,5,2115
2006,4,3,2034
2006,4,3,719
2006,4,5,1850
2006,3,5,1509
2006,3,5,2105
2006,4,1,318
2006,4,5,9
2006,4,4,1730
2006,3,6,1905
2006,4,1,2200
2006,5,6,1448
2006,5,5,1330
2006,5,5,1959
2006,5,4,1911
2006,5,7,1533
2006,5,6,2014
2006,5,3,900
2006,4,7,721
2006,5,5,1441
2006,4,2,1616
2006,5,3,1711
2006,4,3,1703
2006,5,2,1825
2006,5,7,1029
2006,5,7,1219
2006,5,7,1600
2006,5,7,1655
2006,5,7,1605
2006,5,6,1240
2006,5,5,1417
2006,5,7,1154
2006,5,6,944
2006,5,2,1106
2006,5,4,755
2006,5,1,1250
2006,5,7,1525
2006,5,1,1826
2006,5,1,1625
2006,5,5,650
2006,5,3,712
2006,5,3,842
2006,5,2,1730
2006,5,6,1505
2006,5,2,1605
2006,5,3,1749
2006,5,4,1530
2006,3,3,426
2006,4,2,1500
2006,5,3,1615
2006,4,6,430
2006,5,4,1103
2006,5,1,25
2006,5,3,1605
2006,5,7,2132
2006,3,7,1818
2006,5,5,722
2006,4,4,715
2006,4,5,1619
2006,5,6,2242
2006,5,7,600
2006,3,3,742
2006,4,6,1015
2006,5,4,1513
2006,5,7,2320
2006,5,2,1550
2006,5,5,1430
2006,5,5,940
2006,5,4,1600
2006,5,3,2230
2006,5,3,1421
2006,5,3,1433
2006,5,4,2120
2006,5,5,2332
2006,5,6,217
2006,5,7,209
2006,5,7,217
2006,5,7,235
2006,5,7,1044
2006,5,1,325
2006,5,1,1920
2006,5,2,950
2006,5,7,159
2006,5,7,956
2006,5,6,1948
2006,5,3,413
2006,5,1,800
2006,5,5,955
2006,5,6,357
2006,5,6,835
2006,5,6,1412
2006,5,5,1400
2006,5,6,2012
2006,5,1,1110
2006,5,5,1427
2006,5,6,651
2006,5,6,741
2006,5,6,1253
2006,5,2,825
2006,5,7,830
2006,5,7,1352
2006,5,2,2038
2006,5,7,2235
2006,5,7,1610
2006,5,1,232
2006,5,2,1254
2006,5,3,726
2006,5,3,840
2006,5,3,1504
2006,5,7,127
2006,5,5,730
2006,5,5,1210
2006,5,2,1310
2006,5,6,416
2006,5,4,805
2006,5,5,2307
2006,5,7,1250
2006,5,6,105
2006,5,7,6
2006,5,3,1603
2006,5,2,1340
2006,4,6,1945
2006,4,2,702
2006,4,5,1422
2006,4,4,2325
2006,5,2,1323
2006,5,3,1301
2006,5,7,1600
2006,4,4,830
2006,4,2,300
2006,4,1,655
2006,4,5,1355
2006,4,6,2349
2006,4,4,1739
2006,4,6,2350
2006,3,6,1001
2006,4,4,1115
2006,5,3,828
2006,5,6,1142
2006,5,6,1510
2006,5,6,1900
2006,4,4,2218
2006,4,6,1615
2006,4,7,1230
2006,4,4,1800
2006,4,6,715
2006,5,2,2021
2006,5,4,1446
2006,5,1,229
2006,5,3,2035
2006,5,6,1530
2006,5,6,1500
2006,5,6,230
2006,5,6,1914
2006,5,3,708
2006,5,7,1133
2006,5,7,1445
2006,5,2,150
2006,5,4,2240
2006,5,1,2038
2006,5,7,1202
2006,5,3,1950
2006,5,4,1539
2006,5,5,1557
2006,4,3,1820
2006,4,7,135
2006,4,1,1745
2006,4,6,2149
2006,5,2,1708
2006,5,2,1614
2006,4,7,144
2006,4,5,2249
2006,3,1,940
2006,4,3,830
2006,4,5,1855
2006,4,6,1400
2006,4,7,215
2006,5,4,1900
2006,5,4,400
2006,5,7,239
2006,5,5,836
2006,5,2,243
2006,5,2,1945
2006,5,3,2157
2006,5,3,2125
2006,5,3,1930
2006,5,4,1705
2006,5,4,1450
2006,5,6,103
2006,5,7,1346
2006,5,4,1543
2006,5,4,245
2006,4,7,1340
2006,4,6,1654
2006,4,7,115
2006,5,6,1245
2006,5,4,903
2006,5,7,1638
2006,5,2,2116
2006,5,4,2038
2006,5,4,1456
2006,5,5,1155
2006,5,4,1111
2006,5,6,1500
2006,5,4,2000
2006,6,5,1026
2006,5,1,341
2006,5,2,2035
2006,6,5,1603
2006,6,5,1721
2006,5,7,700
2006,5,5,1834
2006,5,5,1510
2006,5,1,2244
2006,5,1,2102
2006,5,2,724
2006,5,2,2030
2006,3,2,900
2006,5,4,2101
2006,5,3,2015
2006,5,3,1335
2006,6,5,1125
2006,5,6,1334
2006,6,6,920
2006,6,6,1054
2006,6,6,917
2006,6,5,1836
2006,6,6,1531
2006,5,6,230
2006,5,2,138
2006,5,1,1335
2006,6,5,1650
2006,5,2,718
2006,5,6,1402
2006,5,3,1651
2006,5,6,1026
2006,5,1,1600
2006,5,4,357
2006,5,2,645
2006,5,1,305
2006,5,3,1718
2006,5,3,644
2006,5,4,1238
2006,5,7,225
2006,5,3,1620
2006,5,2,2045
2006,5,5,1558
2006,6,6,1718
2006,4,6,1540
2006,5,4,1508
2006,5,3,1551
2006,5,6,2042
2006,5,7,2040
2006,5,6,1101
2006,5,5,919
2006,5,6,646
2006,5,4,1238
2006,5,4,1504
2006,5,1,305
2006,5,5,1455
2006,5,1,1518
2006,5,3,1730
2006,5,4,1046
2006,5,3,215
2006,6,7,210
2006,6,6,1800
2006,5,3,1514
2006,5,3,722
2006,6,6,1139
2006,6,6,2152
2006,6,7,1610
2006,6,7,1511
2006,6,7,1600
2006,6,6,1725
2006,6,6,2128
2006,6,6,1325
2006,6,7,2133
2006,6,1,1435
2006,5,1,1255
2006,6,1,1614
2006,6,1,1557
2006,6,7,337
2006,6,6,1450
2006,6,6,1505
2006,5,6,1710
2006,6,6,1557
2006,6,7,1946
2006,6,2,1551
2006,5,2,206
2006,5,4,1629
2006,6,1,1128
2006,6,6,1448
2006,5,4,1233
2006,5,1,1411
2006,6,7,1507
2006,5,6,1505
2006,5,6,2134
2006,5,1,751
2006,5,5,804
2006,5,1,1656
2006,5,4,1329
2006,5,3,1440
2006,5,7,1729
2006,5,3,1722
2006,4,3,1659
2006,6,2,1653
2006,6,2,1237
2006,6,1,1640
2006,6,2,1155
2006,6,2,1240
2006,6,2,1355
2006,6,5,1225
2006,5,5,2350
2006,5,7,1524
2006,5,6,1510
2006,5,2,855
2006,5,7,237
2006,5,6,2330
2006,5,4,1117
2006,5,5,2110
2006,5,5,621
2006,5,6,1956
2006,5,1,325
2006,5,2,1212
2006,5,2,1630
2006,5,6,55
2006,5,5,930
2006,5,4,1430
2006,5,5,1933
2006,5,6,1636
2006,5,7,250
2006,5,1,310
2006,5,1,225
2006,5,6,630
2006,5,2,1305
2006,5,2,1510
2006,5,7,926
2006,5,6,815
2006,5,1,230
2006,6,3,1735
2006,5,6,1743
2006,6,5,1753
2006,6,1,2213
2006,6,3,1538
2006,6,3,2012
2006,6,3,1926
2006,5,4,1943
2006,6,1,327
2006,5,2,1615
2006,5,7,1506
2006,5,4,229
2006,5,4,1303
2006,5,4,1620
2006,5,6,2310
2006,5,1,15
2006,5,1,8
2006,5,3,1744
2006,5,4,525
2006,5,6,1435
2006,5,2,1545
2006,5,7,1831
2006,5,2,1918
2006,5,5,2148
2006,5,6,1903
2006,5,3,1407
2006,5,4,1115
2006,5,7,2342
2006,5,6,1748
2006,5,4,2237
2006,5,7,1656
2006,5,6,822
2006,5,4,1552
2006,4,1,1019
2006,5,5,1446
2006,5,7,2323
2006,4,6,1709
2006,5,3,2115
2006,5,6,2320
2006,5,4,1206
2006,5,7,1314
2006,5,4,1317
2006,5,7,1314
2006,5,6,1630
2006,6,3,1736
2006,6,3,1240
2006,6,3,1449
2006,6,4,1442
2006,6,4,1556
2006,5,4,1546
2006,6,6,1902
2006,6,1,1925
2006,6,4,253
2006,6,4,2230
2006,6,4,1429
2006,6,4,1415
2006,5,7,951
2006,6,5,726
2006,6,5,1416
2006,6,5,1449
2006,6,5,1535
2006,6,6,752
2006,6,1,541
2006,6,6,1745
2006,5,5,1545
2006,5,1,1934
2006,6,4,1549
2006,6,5,1650
2006,5,2,1753
2006,6,5,955
2006,6,6,900
2006,6,2,948
2006,6,6,1510
2006,6,6,1558
2006,6,6,1548
2006,6,3,800
2006,3,5,2210
2006,4,7,1845
2006,4,3,525
2006,4,3,1708
2006,6,7,2227
2006,4,7,720
2006,4,1,2122
2006,4,7,2020
2006,4,1,1140
2006,5,5,308
2006,5,6,1445
2006,5,6,1640
2006,5,2,1850
2006,5,3,1410
2006,5,6,1140
2006,5,6,1021
2006,5,7,1450
2006,5,1,800
2006,5,2,1
2006,6,6,2225
2006,5,3,1504
2006,6,3,700
2006,6,3,1947
2006,6,6,1702
2006,6,5,1707
2006,5,7,1513
2006,5,6,2030
2006,5,6,605
2006,5,6,1310
2006,5,7,1522
2006,5,1,1950
2006,5,1,1746
2006,5,1,2050
2006,5,7,1430
2006,5,7,1522
2006,5,2,629
2006,5,2,1230
2006,5,7,2015
2006,5,2,2242
2006,5,3,1810
2006,5,3,2010
2006,5,3,2203
2006,5,7,120
2006,5,5,1856
2006,5,1,958
2006,5,4,858
2006,5,3,942
2006,5,6,1655
2006,5,1,1638
2006,4,6,2349
2006,4,7,1129
2006,6,6,2033
2006,4,1,823
2006,4,5,1622
2006,4,7,2115
2006,5,1,1510
2006,5,1,2040
2006,5,1,2140
2006,5,2,722
2006,5,6,1124
2006,5,2,1440
2006,5,2,1025
2006,5,4,720
2006,5,7,1120
2006,5,7,555
2006,5,3,1639
2006,5,3,1605
2006,5,7,1615
2006,5,2,1153
2006,5,7,1319
2006,5,4,1213
2006,4,7,2143
2006,4,5,628
2006,5,3,408
2006,5,3,2259
2006,5,4,1802
2006,5,3,1311
2006,5,6,1555
2006,4,3,705
2006,5,4,1449
2006,5,5,1514
2006,4,3,1317
2006,5,5,804
2006,5,6,1400
2006,5,6,1400
2006,3,7,2117
2006,4,3,1700
2006,4,6,1945
2006,4,1,703
2006,6,6,2340
2006,6,4,1343
2006,6,5,1415
2006,6,7,1053
2006,6,3,652
2006,6,1,327
2006,6,1,648
2006,6,1,1920
2006,6,6,1610
2006,6,2,1009
2006,5,3,1638
2006,6,2,1704
2006,6,1,1745
2006,5,5,1100
2006,5,4,852
2006,5,5,2302
2006,5,5,1441
2006,5,2,1702
2006,5,3,2146
2006,5,5,28
2006,5,3,2336
2006,5,3,2125
2006,5,4,2010
2006,5,3,906
2006,5,4,1308
2006,5,4,2043
2006,5,5,811
2006,5,5,1725
2006,5,6,355
2006,4,1,1715
2006,5,6,633
2006,5,7,1142
2006,5,2,831
2006,4,1,140
2006,4,4,1925
2006,3,3,1600
2006,4,5,1300
2006,5,5,1718
2006,5,3,1815
2006,5,2,745
2006,5,6,1908
2006,5,6,637
2006,5,6,653
2006,5,7,1211
2006,5,7,546
2006,5,2,1537
2006,5,5,1724
2006,5,5,1130
2006,5,2,1348
2006,5,2,1838
2006,5,6,1008
2006,4,7,534
2006,4,5,730
2006,4,5,730
2006,4,7,1640
2006,5,4,858
2006,5,5,839
2006,5,5,1015
2006,5,3,1620
2006,5,1,1544
2006,5,4,1309
2006,4,5,2358
2006,5,7,1950
2006,5,7,1122
2006,5,3,315
2006,5,6,2159
2006,5,5,1814
2006,5,6,1500
2006,5,7,1525
2006,4,3,1755
2006,4,4,2150
2006,4,6,430
2006,4,6,2350
2006,5,2,155
2006,4,2,1225
2006,4,2,1345
2006,4,5,1150
2006,4,3,1609
2006,5,4,1555
2006,5,5,1758
2006,4,7,1740
2006,4,6,1148
2006,6,6,1025
2006,6,5,1600
2006,6,7,1611
2006,6,6,2230
2006,5,1,1549
2006,5,3,1005
2006,5,5,1546
2006,5,5,1450
2006,4,2,1240
2006,5,2,1521
2006,5,2,1515
2006,5,7,146
2006,5,6,1353
2006,6,2,2300
2006,6,3,1244
2006,6,3,803
2006,6,2,1833
2006,6,3,1614
2006,6,4,754
2006,6,4,1605
2006,6,4,1657
2006,6,2,2123
2006,6,3,1454
2006,6,2,1454
2006,5,5,1805
2006,5,3,1225
2006,2,3,853
2006,6,4,707
2006,6,3,241
2006,6,6,346
2006,6,2,1645
2006,6,4,1329
2006,6,4,1625
2006,6,5,1855
2006,5,1,1211
2006,5,7,900
2006,5,2,1730
2006,5,4,1635
2006,6,2,1733
2006,5,4,1658
2006,6,7,1955
2006,6,1,411
2006,6,6,1354
2006,6,6,2249
2006,6,7,950
2006,6,6,1735
2006,6,6,2305
2006,6,5,1526
2006,6,5,1749
2006,6,1,17
2006,6,1,2217
2006,5,4,1358
2006,6,1,215
2006,6,7,2115
2006,5,3,1755
2006,5,4,1830
2006,6,3,110
2006,5,4,1130
2006,5,4,1855
2006,6,5,2015
2006,6,6,1600
2006,6,7,937
2006,6,1,1218
2006,6,1,2205
2006,6,2,1739
2006,6,2,1319
2006,5,3,1450
2006,5,4,943
2006,5,4,1417
2006,5,6,1737
2006,5,4,925
2006,5,4,1230
2006,4,3,2330
2006,6,6,1433
2006,5,5,1722
2006,5,7,1800
2006,5,4,1338
2006,5,2,1513
2006,6,5,750
2006,5,6,1358
2006,5,2,1254
2006,5,3,1530
2006,5,5,1722
2006,5,4,1341
2006,5,2,356
2006,4,3,40
2006,5,6,1440
2006,5,1,745
2006,5,1,610
2006,5,6,2029
2006,6,2,5
2006,6,6,1820
2006,5,3,1814
2006,5,6,1400
2006,6,5,1302
2006,6,6,1735
2006,6,2,1015
2006,6,7,740
2006,6,2,1842
2006,6,7,25
2006,4,5,1548
2006,3,6,1358
2006,3,3,45
2006,4,5,2043
2006,5,2,1452
2006,5,5,845
2006,5,1,1410
2006,5,6,1903
2006,5,1,1250
2006,4,1,145
2006,5,3,1545
2006,5,4,1148
2006,5,2,1650
2006,5,3,1550
2006,5,6,930
2006,5,3,1830
2006,5,6,1430
2006,5,6,1045
2006,5,5,1815
2006,4,1,330
2006,6,5,1646
2006,6,7,1823
2006,5,4,1244
2006,6,5,1023
2006,6,7,343
2006,5,5,2228
2006,5,1,1655
2006,6,7,1520
2006,6,2,1015
2006,5,2,1850
2006,5,4,1541
2006,5,4,1831
2006,6,7,1027
2006,4,1,100
2006,4,1,923
2006,5,1,2201
2006,6,6,908
2006,6,5,1008
2006,6,5,1720
2006,5,5,2028
2006,5,2,1708
2006,6,6,1746
2006,6,7,1715
2006,6,5,855
2006,5,4,1724
2006,5,7,1455
2006,3,4,540
2006,4,6,835
2006,5,3,1600
2006,4,2,1356
2006,4,1,845
2006,4,7,1250
2006,4,2,345
2006,5,5,1323
2006,5,4,1700
2006,4,2,1705
2006,5,5,1615
2006,5,5,1400
2006,4,7,1730
2006,5,1,855
2006,4,7,1010
2006,4,1,2335
2006,5,5,1139
2006,5,7,1130
2006,5,4,1615
2006,6,6,1206
2006,6,7,1105
2006,6,6,822
2006,6,6,1420
2006,6,1,204
2006,6,7,1200
2006,6,7,1814
2006,6,6,1655
2006,5,5,1542
2006,6,2,1638
2006,3,4,1440
2006,5,3,1443
2006,6,6,1920
2006,6,6,1533
2006,5,1,1315
2006,5,4,1700
2006,6,5,2259
2006,6,5,740
